make_id,make_name,model_id,model_name
6177,RAM-LIN,16430,203
6177,RAM-LIN,16432,234
6177,RAM-LIN,16433,83
6177,RAM-LIN,16434,288
6177,RAM-LIN,16435,307
6177,RAM-LIN,16436,62U
6177,RAM-LIN,16437,825U
6177,RAM-LIN,16438,166U
6177,RAM-LIN,16439,83U
6177,RAM-LIN,16440,925
6177,RAM-LIN,16441,214
6177,RAM-LIN,16442,266
6177,RAM-LIN,16443,835
6177,RAM-LIN,16444,2235
6177,RAM-LIN,16445,3510
6177,RAM-LIN,16446,625U
6177,RAM-LIN,16447,1225U
6177,RAM-LIN,16448,206U
6177,RAM-LIN,16449,612U
6318,KTM ALUMINUM FRAME,17536,KTM Aluminum Frame
6319,KTM STEEL FRAME,17537,KTM Steel Frame
6431,RAMSHORN WELDING,17690,RAMSHORN WELDING
6634,FATT HOGG FRAMES,17997,FATT HOGG FRAMES
7116,FRAMTRAC MANUFACTURING CO. LTD,18958,FRAMTRAC MANUFACTURING CO. LTD
7405,RAMIREZ,19779,Ramirez Trailer
8069,RAM FABRICATION,21544,Ram Fabrication
8081,PRO-STREET FRAMEWORKS,21556,LXR
8081,PRO-STREET FRAMEWORKS,21557,Chopper
8081,PRO-STREET FRAMEWORKS,21558,Cruiser
8755,"JOHN INGRAM, INC.",22848,"John Ingram, Inc."
8825,TERRAMARC INDUSTRIES,22924,TerraMarc Industries
8916,TRAM POWER CAR,23033,Tram Power Car
8918,TRAM TRAILER,23034,Tram Trailer
9049,CUSTOM WELDED FRAME,23261,CP90B
9049,CUSTOM WELDED FRAME,23262,CP102B
9049,CUSTOM WELDED FRAME,23263,CP80B
9050,RAM OEM TRAILER,23270,EZTRJ
9050,RAM OEM TRAILER,23271,YWR
9050,RAM OEM TRAILER,23272,YWVR
9050,RAM OEM TRAILER,23273,WVR
9050,RAM OEM TRAILER,23274,JSR
9050,RAM OEM TRAILER,23275,EZR
9050,RAM OEM TRAILER,23276,EZWR
9747,JR RAMIRO,24955,JR RAMIRO
9908,KRAMO TRAILERS,25532,Kramo Trailers
1585,BRAMMO,25792,Urban
1585,BRAMMO,25793,Dual Sport
1585,BRAMMO,25794,Scooter
1585,BRAMMO,25795,Touring
1585,BRAMMO,26737,Brammo Street Bikes
10509,RAMBLER,27649,Rambler
11009,METRO TRAM,28780,Metro Tram
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29469,P47 Thunderbird
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29470,P63 King Cobra
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29471,P51 Mustang
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29472,B17 Bomber
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29473,B29 Super Fortress
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29474,P38 Lightning
11370,"HOME GROWN CHOPPERS DBA FRAMED UP, LLC",29475,P40 Warhawk
11884,ROAD TRAMPS MC,30654,ROAD TRAMPS MC
11955,FRAMAR,30892,Framar
466,LOTUS,1795,Evora
466,LOTUS,3106,Elise
466,LOTUS,3107,Eleven
466,LOTUS,3112,Esprit
466,LOTUS,3113,Eagle
466,LOTUS,3114,Europa
466,LOTUS,3115,Monaco
466,LOTUS,3116,MEL
466,LOTUS,3117,Elite
466,LOTUS,3118,Eclat
466,LOTUS,3119,Elan
466,LOTUS,3122,Exige
466,LOTUS,3123,Spa
466,LOTUS,3124,340R
466,LOTUS,3125,Monza
466,LOTUS,3421,2-Eleven
466,LOTUS,12434,Turbo Esprit
464,LINCOLN,1790,MKZ
464,LINCOLN,1791,Town Car
464,LINCOLN,1794,MKS
464,LINCOLN,1812,MKT
464,LINCOLN,1813,MKX
464,LINCOLN,1814,Navigator
464,LINCOLN,2367,LS
464,LINCOLN,2653,Aviator
464,LINCOLN,2776,Zephyr
464,LINCOLN,2808,Mark LT
464,LINCOLN,3599,MKC
464,LINCOLN,5192,Continental
464,LINCOLN,5273,Blackwood
464,LINCOLN,6794,Mark
464,LINCOLN,24892,Nautilus
464,LINCOLN,25596,Corsair
464,LINCOLN,25741,Navigator L
492,FIAT,2037,500L
492,FIAT,2055,500
492,FIAT,3490,Freemont
492,FIAT,10396,500X
492,FIAT,11448,124 Spider
492,FIAT,14603,Spider 2000
492,FIAT,14604,X 1/9
492,FIAT,14605,Brava
492,FIAT,14606,Strada
492,FIAT,25128,Ducato
469,CADILLAC,1824,ATS
469,CADILLAC,1825,CTS
469,CADILLAC,1826,ELR
469,CADILLAC,1827,XTS
469,CADILLAC,1843,Escalade
469,CADILLAC,1844,SRX
469,CADILLAC,4300,STS
469,CADILLAC,4308,DTS
469,CADILLAC,4311,XLR
469,CADILLAC,4592,Limousine
469,CADILLAC,4593,Hearse
469,CADILLAC,4935,Escalade ESV
469,CADILLAC,8844,Deville
469,CADILLAC,8989,Eldorado
469,CADILLAC,9023,Catera
469,CADILLAC,9091,Seville
469,CADILLAC,9121,Commercial Chassis
469,CADILLAC,9122,Fleetwood
469,CADILLAC,10297,CT6
469,CADILLAC,11442,XT5
469,CADILLAC,11443,Funeral Coach
469,CADILLAC,11444,Armored Vehicle
469,CADILLAC,11848,Deville Chassis
469,CADILLAC,13639,Stretch Limousine
469,CADILLAC,14182,60 Special
469,CADILLAC,14183,Allante
469,CADILLAC,14185,Brougham
469,CADILLAC,14487,Cimarron
469,CADILLAC,17270,Professional Chassis
469,CADILLAC,24948,XT4
469,CADILLAC,25856,XT6
469,CADILLAC,26602,CT4
469,CADILLAC,26603,CT5
469,CADILLAC,30011,Lyriq
